Timestamp,"Dear participant,

The purpose of this study is to examine how implementing Agile Methodology influences flexibility, stakeholder collaboration, and adaptive capabilities in Business Intelligence (BI) projects.

Your participation is voluntary, and your responses will remain anonymous and confidential. The collected data will be used solely for academic and research purposes.

The survey will take approximately 8–10 minutes to complete.By proceeding, you confirm that you have read and understood the purpose of this study and that you voluntarily agree to participate.",please rate the following statements using this scale: ,Q2: What is the size of your organization?,Q1: Gender,  Q3 Age  ,  Q4 Educational Level  ,Q5 How many years of experience do you have working on Agile and Business Intelligence (BI) projects?,Q6: Power BI reports provide a clear view of overall performance.  ,Q7: Dashboards in Power BI accelerate decision-making.  ,Q8: Power BI enhances the accuracy of managerial decisions.  ,Q9: Power BI helps identify operational strengths and weaknesses.  ,Q10: Power BI significantly reduces the time needed to prepare reports.  ,Q11: Interactive visuals in Power BI improve understanding of market trends  ,Q12: Power BI tools improve coordination across departments.  ,Q13: Power BI supports accurate forecasting of future sales and demand.  ,Q14: SPSS provides accurate analytical results for operational data.  ,Q15: Statistical analysis helps identify key performance indicators clearly.  ,Q16: SPSS findings contribute to strategic planning and forecasting.  ,Q17: Using SPSS increases the efficiency of internal business processes.  ,Q18: Statistical results support evidence-based decision-making.  ,Q19: SPSS helps detect relationships between performance and market factors.  ,Q20: SPSS improves the ability to assess the effectiveness of management policies.,Q21: The organization adopts Agile methodologies in BI projects.  ,Q22: Regular meetings accelerate the completion of BI-related tasks.  ,Q23: Objectives and processes are quickly adjusted when new changes arise  ,Q24: Agile BI promotes continuous collaboration among teams.  ,Q25: Agile approaches reduce errors during BI report development.  ,Q26: Agile BI enhances the quality of decision-making under changing conditions.,Q26: Agile BI improves the organization’s response speed to market changes.  ,Q27: Agile BI allows continuous improvement and iterative development.  ,Q28: BI systems accelerate responses to market changes.  ,Q29: BI technologies improve resource utilization and efficiency.  ,Q30: BI enhances the organization’s ability to adapt to sudden changes  
5/7/2026 10:00:23,"Yes, I agree",5 = Strongly Agree,Large (more than 250 employees),Female,30-40,Master's degree,7-10 years,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 10:03:15,"Yes, I agree",4 = Agree,Small (1–50 employees),Male,18-30,Bachelor's degree,4-6 years,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,,2= Disagree,2= Disagree,2= Disagree,2= Disagree
5/7/2026 10:07:00,"Yes, I agree",4 = Agree,Small (1–50 employees),Male,40-50,PhD,more than 10 years,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree
5/7/2026 10:15:29,"Yes, I agree",4 = Agree,Small (1–50 employees),Female,40-50,Bachelor's degree,4-6 years,2= Disagree,2= Disagree,3= Neutral,3= Neutral,2= Disagree,2= Disagree,3= Neutral,2= Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree
5/7/2026 10:16:38,"Yes, I agree",4 = Agree,Medium (51–250 employees),Female,40-50,Master's degree,4-6 years,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree
5/7/2026 10:17:47,"Yes, I agree",4 = Agree,Medium (51–250 employees),Male,50-60,PhD,7-10 years,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree
5/7/2026 10:19:26,"Yes, I agree",4 = Agree,Medium (51–250 employees),Male,50-60,PhD,7-10 years,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,,1=  Strongly Disagree,2= Disagree,3= Neutral,2= Disagree
5/7/2026 10:20:46,"Yes, I agree",4 = Agree,Large (more than 250 employees),Male,30-40,PhD,4-6 years,3= Neutral,2= Disagree,1=  Strongly Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral,3= Neutral,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral,3= Neutral,2= Disagree,1=  Strongly Disagree,,1=  Strongly Disagree,2= Disagree,3= Neutral,3= Neutral
5/7/2026 10:22:27,"Yes, I agree",4 = Agree,Large (more than 250 employees),Female,40-50,Master's degree,1-3 years,2= Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,3= Neutral,3= Neutral,1=  Strongly Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,3= Neutral,,2= Disagree,2= Disagree,2= Disagree,2= Disagree
5/7/2026 10:23:30,"Yes, I agree",4 = Agree,Small (1–50 employees),Male,18-30,PhD,1-3 years,2= Disagree,2= Disagree,2= Disagree,3= Neutral,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral,,2= Disagree,2= Disagree,2= Disagree,3= Neutral
5/7/2026 10:24:41,"Yes, I agree",4 = Agree,Medium (51–250 employees),Female,40-50,Master's degree,7-10 years,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,2= Disagree,1=  Strongly Disagree,3= Neutral,2= Disagree,3= Neutral,3= Neutral,3= Neutral,,2= Disagree,3= Neutral,3= Neutral,3= Neutral
5/7/2026 10:26:00,"Yes, I agree",4 = Agree,Small (1–50 employees),Male,40-50,Master's degree,1-3 years,3= Neutral,2= Disagree,2= Disagree,2= Disagree,3= Neutral,2= Disagree,3= Neutral,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,3= Neutral,1=  Strongly Disagree,3= Neutral,2= Disagree,2= Disagree,3= Neutral,2= Disagree,2= Disagree,2= Disagree,3= Neutral,,2= Disagree,2= Disagree,3= Neutral,3= Neutral
5/7/2026 10:27:21,"Yes, I agree",5 = Strongly Agree,Small (1–50 employees),Female,50-60,PhD,more than 10 years,3= Neutral,3= Neutral,2= Disagree,2= Disagree,1=  Strongly Disagree,3= Neutral,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree
5/7/2026 10:27:24,"Yes, I agree",4 = Agree,Medium (51–250 employees),Female,50-60,Master's degree,1-3 years,1=  Strongly Disagree,2= Disagree,2= Disagree,3= Neutral,3= Neutral,2= Disagree,3= Neutral,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,3= Neutral,2= Disagree,2= Disagree,2= Disagree,3= Neutral,2= Disagree,2= Disagree,2= Disagree,,3= Neutral,2= Disagree,3= Neutral,2= Disagree
5/7/2026 10:28:27,"Yes, I agree",4 = Agree,Small (1–50 employees),Male,18-30,Bachelor's degree,4-6 years,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree
5/7/2026 10:28:49,"Yes, I agree",4 = Agree,Medium (51–250 employees),Male,40-50,Bachelor's degree,4-6 years,3= Neutral,2= Disagree,2= Disagree,2= Disagree,3= Neutral,2= Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree
5/7/2026 10:30:18,"Yes, I agree",4 = Agree,Small (1–50 employees),Male,18-30,Master's degree,7-10 years,2= Disagree,3= Neutral,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,3= Neutral,1=  Strongly Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,,2= Disagree,2= Disagree,2= Disagree,2= Disagree
5/7/2026 10:31:18,"Yes, I agree",4 = Agree,Medium (51–250 employees),Female,40-50,Bachelor's degree,7-10 years,2= Disagree,2= Disagree,3= Neutral,3= Neutral,3= Neutral,2= Disagree,3= Neutral,3= Neutral,2= Disagree,3= Neutral,2= Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,3= Neutral,,1=  Strongly Disagree,3= Neutral,2= Disagree,2= Disagree
5/7/2026 10:32:29,"Yes, I agree",4 = Agree,Large (more than 250 employees),Male,40-50,Master's degree,7-10 years,3= Neutral,3= Neutral,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,3= Neutral,2= Disagree,2= Disagree,1=  Strongly Disagree,3= Neutral,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree,,3= Neutral,1=  Strongly Disagree,3= Neutral,3= Neutral
5/7/2026 10:32:51,"Yes, I agree",5 = Strongly Agree,Large (more than 250 employees),Female,30-40,Master's degree,7-10 years,3= Neutral,3= Neutral,3= Neutral,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,3= Neutral,3= Neutral,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,,3= Neutral,3= Neutral,3= Neutral,2= Disagree
5/7/2026 10:33:35,"Yes, I agree",4 = Agree,Small (1–50 employees),Female,18-30,PhD,more than 10 years,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,3= Neutral,2= Disagree,2= Disagree,2= Disagree,3= Neutral,3= Neutral,3= Neutral,2= Disagree,2= Disagree,3= Neutral,3= Neutral,1=  Strongly Disagree,3= Neutral,2= Disagree,2= Disagree,1=  Strongly Disagree,,3= Neutral,1=  Strongly Disagree,3= Neutral,1=  Strongly Disagree
5/7/2026 10:34:42,"Yes, I agree",4 = Agree,Medium (51–250 employees),Female,40-50,Master's degree,4-6 years,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,2= Disagree,3= Neutral,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,3= Neutral,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,3= Neutral,3= Neutral,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,1=  Strongly Disagree,,3= Neutral,3= Neutral,1=  Strongly Disagree,2= Disagree
5/7/2026 10:35:47,"Yes, I agree",4 = Agree,Medium (51–250 employees),Male,30-40,PhD,more than 10 years,1=  Strongly Disagree,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree,3= Neutral,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree
5/7/2026 10:36:05,"Yes, I agree",4 = Agree,Medium (51–250 employees),Male,30-40,Master's degree,7-10 years,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral
5/7/2026 10:37:16,"Yes, I agree",4 = Agree,Medium (51–250 employees),Female,40-50,Master's degree,4-6 years,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree,3= Neutral,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,2= Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree
5/7/2026 10:38:44,"Yes, I agree",4 = Agree,Small (1–50 employees),Female,50-60,PhD,4-6 years,1=  Strongly Disagree,2= Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,3= Neutral,2= Disagree,2= Disagree,1=  Strongly Disagree,3= Neutral,1=  Strongly Disagree,1=  Strongly Disagree,,1=  Strongly Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree
5/7/2026 10:40:16,"Yes, I agree",4 = Agree,Medium (51–250 employees),Male,40-50,Master's degree,4-6 years,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree,3= Neutral,3= Neutral,2= Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,3= Neutral,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,3= Neutral,3= Neutral,1=  Strongly Disagree,,2= Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree
5/7/2026 10:41:00,"Yes, I agree",3 = Neutral,Large (more than 250 employees),Male,30-40,Master's degree,more than 10 years,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree
5/7/2026 10:41:55,"Yes, I agree",2 = Disagree,Medium (51–250 employees),Female,30-40,Master's degree,7-10 years,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,3= Neutral,3= Neutral,2= Disagree,,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral
5/7/2026 10:43:11,"Yes, I agree",2 = Disagree,Medium (51–250 employees),Male,18-30,Master's degree,7-10 years,2= Disagree,2= Disagree,2= Disagree,3= Neutral,3= Neutral,1=  Strongly Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral,2= Disagree,2= Disagree,2= Disagree,,2= Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral
5/7/2026 10:43:22,"Yes, I agree",4 = Agree,Large (more than 250 employees),Female,40-50,Master's degree,7-10 years,4 = Agree,2= Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,3= Neutral,4 = Agree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree
5/7/2026 10:56:09,"Yes, I agree",4 = Agree,Medium (51–250 employees),Female,60-70,PhD,7-10 years,1=  Strongly Disagree,2= Disagree,2= Disagree,3= Neutral,2= Disagree,2= Disagree,3= Neutral,2= Disagree,2= Disagree,3= Neutral,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,1=  Strongly Disagree,,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree
5/7/2026 10:56:57,"Yes, I agree",3 = Neutral,Medium (51–250 employees),Male,18-30,Bachelor's degree,1-3 years,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 10:57:00,"Yes, I agree",4 = Agree,Medium (51–250 employees),Male,50-60,PhD,4-6 years,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 10:58:28,"Yes, I agree",4 = Agree,Medium (51–250 employees),Female,30-40,Master's degree,7-10 years,2= Disagree,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 10:58:44,"Yes, I agree",4 = Agree,Medium (51–250 employees),Male,40-50,PhD,more than 10 years,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree
5/7/2026 10:59:56,"Yes, I agree",4 = Agree,Medium (51–250 employees),Female,40-50,Other,4-6 years,3= Neutral,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,1=  Strongly Disagree,2= Disagree,2= Disagree,3= Neutral,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 11:01:54,"Yes, I agree",4 = Agree,Medium (51–250 employees),Female,30-40,Master's degree,7-10 years,1=  Strongly Disagree,3= Neutral,3= Neutral,2= Disagree,4 = Agree,4 = Agree,4 = Agree,3= Neutral,4 = Agree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 11:03:33,"Yes, I agree",3 = Neutral,Medium (51–250 employees),Female,30-40,PhD,7-10 years,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,2= Disagree,1=  Strongly Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 11:04:08,"Yes, I agree",4 = Agree,Large (more than 250 employees),Female,30-40,Master's degree,more than 10 years,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,2= Disagree,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 11:04:59,"Yes, I agree",3 = Neutral,Medium (51–250 employees),Female,50-60,PhD,7-10 years,3= Neutral,1=  Strongly Disagree,2= Disagree,3= Neutral,3= Neutral,3= Neutral,2= Disagree,1=  Strongly Disagree,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 11:06:25,"Yes, I agree",4 = Agree,Medium (51–250 employees),Female,40-50,PhD,7-10 years,3= Neutral,3= Neutral,2= Disagree,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,2= Disagree,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 11:07:38,"Yes, I agree",3 = Neutral,Small (1–50 employees),Male,40-50,Other,7-10 years,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,,2= Disagree,2= Disagree,2= Disagree,2= Disagree
5/7/2026 11:08:13,"Yes, I agree",4 = Agree,Medium (51–250 employees),Female,40-50,Master's degree,4-6 years,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,3= Neutral,2= Disagree,2= Disagree,1=  Strongly Disagree,3= Neutral,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 11:09:52,"Yes, I agree",4 = Agree,Medium (51–250 employees),Female,40-50,PhD,4-6 years,1=  Strongly Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,3= Neutral,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 11:21:10,"Yes, I agree",4 = Agree,Medium (51–250 employees),Male,30-40,Bachelor's degree,7-10 years,4 = Agree,4-= Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,,4 = Agree,4 = Agree,4 = Agree,4 = Agree
5/7/2026 11:31:18,"Yes, I agree",5 = Strongly Agree,Small (1–50 employees),Female,18-30,Other,1-3 years,3= Neutral,2= Disagree,3= Neutral,3= Neutral,2= Disagree,2= Disagree,2= Disagree,1=  Strongly Disagree,3= Neutral,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,2= Disagree,2= Disagree,2= Disagree,3= Neutral,3= Neutral,2= Disagree,,2= Disagree,3= Neutral,2= Disagree,2= Disagree
5/7/2026 11:33:59,"Yes, I agree",4 = Agree,Medium (51–250 employees),Male,30-40,Master's degree,more than 10 years,2= Disagree,2= Disagree,3= Neutral,4 = Agree,1=  Strongly Disagree,2= Disagree,2= Disagree,5= Strongly Agree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
5/7/2026 11:35:01,"Yes, I agree",3 = Neutral,Medium (51–250 employees),Female,30-40,Master's degree,4-6 years,2= Disagree,2= Disagree,3= Neutral,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,3= Neutral,2= Disagree,3= Neutral,3= Neutral,3= Neutral,2= Disagree,2= Disagree,2= Disagree,2= Disagree,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
